ID,Group,SSE,Inflate,Deflate,Memory
1076.0,1.0,7.455857725555828,1.1042701237026962,3.6715845402339746,0.7025683443508447
2253.0,1.0,8.078896398431507,1.3981528113281958,1.130949282756622,0.23401358563819388
2577.0,1.0,8.122426035660217,1.5112343026157746,0.9156190287400924,0.2585162878306237
2757.0,1.0,7.520605192577906,1.1393947631062478,0.36459871562848634,0.49490191439474557
3150.0,1.0,4.370106097554567,1.0377724632738037,2.1143430896075626,0.7854397764490012
3282.0,1.0,4.182758352376255,1.0631879481102864,1.4600534181668936,0.19552869994812452
4179.0,1.0,8.378936756929672,1.3534271472245272,0.24857291930301578,0.39523365462689597
4733.0,1.0,1.5200354404909109,1.0414046140349391,1.1203192325040425,0.4899468336128661
5610.0,1.0,4.38332408793502,1.174173529558793,1.235651920214621,0.5924521184560889
5674.0,1.0,9.973053183745368,1.474956807006031,0.8221145745776844,0.3075083883868359
5867.0,1.0,2.87236652280694,1.312288578786896,3.553621496021677,0.18377542004188668
6381.0,1.0,4.3421598025929535,1.2520630597092506,1.0487633079833079,0.6972401144048384
6383.0,1.0,1.6182568163518363,1.1626518689095249,0.8866224358276263,0.4738650278006672
6397.0,1.0,9.871432088364312,1.0565416987894003,3.1201117190211844,0.713712485525322
7079.0,1.0,5.82243477621601,1.3465072156663611,0.09368655535030512,0.4512110365634122
7457.0,1.0,6.229981456503417,1.0406783271786657,0.8184537436224854,0.7129981050463375
7505.0,1.0,9.172865223106317,1.1707318890608454,1.8059325363358585,0.3013222650604909
7883.0,1.0,6.6412734627000365,1.2832143680300006,0.27650698257806006,0.08151591859196096
8005.0,1.0,2.0643886676426075,1.04352010950519,4.6065508951908045,0.6912175003596644
8524.0,1.0,17.107617709207208,1.056726578118779,0.2907535856121401,0.6835890446048923
8709.0,1.0,4.982049615716079,1.0066086157161884,0.42733618193066003,0.7087608418608998
8759.0,1.0,7.285758044332672,1.2774491712357985,1.8002792215182546,0.3093869283176618
9618.0,1.0,4.377608790965646,1.3504536065653308,1.7085347588698767,0.48646492726370394
9903.0,1.0,2.4505917282299605,1.0817128145863608,4.0168676978350994,0.2931636617264282
3792.0,1.0,5.820706685088009,1.2685501634457572,1.6163797250757062,0.6271536345882752
3826.0,1.0,6.424836947927592,1.5732221571142424,0.5975239829583319,0.5371664745348632
3860.0,1.0,5.351630185920805,1.036706288532803,1.727322966056787,0.5430541149698261
4081.0,1.0,6.147435434924698,1.1946528890132044,1.4788079943945316,0.16659107994679156
4132.0,1.0,0.7843518112366893,1.1464103442689455,1.6309166426120996,0.43324003681251094
4166.0,1.0,12.325270987806746,0.9758738718563043,1.8292554382657278,0.9458974474569284
4404.0,1.0,10.071508792183355,1.0517975991498043,2.369339541987837,0.9111350900874943
4438.0,1.0,2.832269513994591,1.090099785231456,4.149260250964933,0.5044595473369186
4863.0,1.0,2.264578821103443,0.9646496266586165,1.227669474132758,0.9289100664420046
4931.0,1.0,3.675358898439626,1.0510128597894188,2.1924241185314077,0.6716831454402764
5084.0,1.0,3.399891862712295,1.3431180263145144,0.8146039066332136,0.2656841033881508
5101.0,1.0,2.8439545697436084,1.356751971006836,0.7848995296262019,0.3683733930020457
6862.0,1.0,3.2465500313734865,1.0830191581126956,1.3666695450994044,0.24854382626279126
6881.0,1.0,5.559170966522283,1.1090552944987333,0.491260983834915,0.8744205807763753
7147.0,1.0,2.6230427754988885,1.3870343371176475,1.6087879056262595,0.266750525666661
7166.0,1.0,1.57507299055488,1.3067229376233775,1.359220574739655,0.24875482996494835
7432.0,1.0,4.187736306018256,1.0164861285286242,0.6944229547454536,0.43141694693772487
7451.0,1.0,5.349871176516467,1.0633870376844838,11.16951428445373,0.5004196718942131
