ID,Group,SSE,Inflate,Memory
1076.0,1.0,6.793887848592103,1.117170659642892,0.704578146520984
2253.0,1.0,6.52088273193543,1.4658009768858526,2.5931449942998647e-05
2577.0,1.0,6.9506413053557825,1.5517839641591264,0.001853156308332482
2757.0,1.0,6.8940210720195285,1.1567972044795984,1.4351288535386598e-05
3150.0,1.0,4.070638289067004,1.0698069012245512,0.24028920445165428
3282.0,1.0,3.836352068272996,1.077807139708321,0.29444013296636895
4179.0,1.0,7.160496484314225,1.3965293106765653,0.00021378128898800949
4733.0,1.0,1.3708873200365015,1.0499731880578427,1.3205801488830535e-05
5610.0,1.0,3.9114768805891433,1.1691107232698892,0.5917288632802234
5674.0,1.0,8.657119262775883,1.54077936591771,4.3680769915693574e-12
5867.0,1.0,2.3962130117747265,1.285248354441378,1.7696381756358747e-07
6381.0,1.0,3.686952290026381,1.2547211951638602,0.7079496116185319
6383.0,1.0,1.4239536133653192,1.1546279877857855,0.0002024732695455761
6397.0,1.0,9.04460638180268,1.1119184535613735,0.0012386916056507148
7079.0,1.0,4.924222546862319,1.351780736781488,0.04149681227571919
7457.0,1.0,5.708854844330281,1.080437138479084,0.0008177629662287962
7505.0,1.0,8.049597172962843,1.2010908544866181,0.012483048357160206
7883.0,1.0,5.872421643676743,1.2790604939788137,0.022705274897790572
8005.0,1.0,1.8204035312614026,1.0696372829237315,0.3471570912018149
8524.0,1.0,15.952263142828382,1.125224752901007,5.121843509656797e-14
8709.0,1.0,4.874282377943253,1.0268045115231208,0.0005847026984561474
8759.0,1.0,5.868191477193572,1.3120901239473675,0.0024429867912556425
9618.0,1.0,3.566674715658852,1.246196056677089,0.6829926768092198
9903.0,1.0,2.1863199999944625,1.0881637047155894,0.010603726812243449
3792.0,1.0,4.276209752244531,1.512886718640153,0.007504859369080148
3826.0,1.0,4.583183488377821,2.4779496291807876,2.7890666535811043e-09
3860.0,1.0,5.243035256373746,1.0558718081812772,0.015118145724421066
4081.0,1.0,4.77200777137253,1.2213792378280017,5.843311033110599e-05
4132.0,1.0,0.6303720075469502,1.1581616363670315,0.21716408767600434
4166.0,1.0,11.949472467491063,1.0771143513475916,1.2846046439020948e-09
4404.0,1.0,9.482852190694624,1.0994536005934956,0.17054191218391881
4438.0,1.0,2.6923840158768155,1.1019633730698055,0.03999000110545979
4863.0,1.0,2.1147754901083515,0.9580516102717386,0.9999998759823098
4931.0,1.0,3.661049336772342,1.0496505845211994,0.7081414606881307
5084.0,1.0,1.7187064321753147,1.4992828084323948,0.0009507935875005818
5101.0,1.0,2.074856928934553,1.4048475587024813,0.00017774539265660042
6862.0,1.0,2.696151176158067,1.0905975211744132,4.024260729287103e-10
6881.0,1.0,4.774059299390942,1.1720425794691527,0.0005263731966846012
7147.0,1.0,2.2895439824685733,1.3994763642871129,8.94705550657614e-06
7166.0,1.0,0.8620992195984523,1.37161744042259,0.023359984733904594
7432.0,1.0,4.0036711995177585,1.035070987100729,0.00017532114396111276
7451.0,1.0,5.233268382047195,1.06453285462839,0.025212666440975768
