ID,Group,SSE,Inflate,Memory
1076.0,1.0,6.793887848592111,1.1171706645790773,0.6974600401999456
2253.0,1.0,6.520882731935429,1.4658009827142229,0.00032826349788293884
2577.0,1.0,6.9506413053557825,1.5517839655720826,0.3023501168810364
2757.0,1.0,6.8940210720195285,1.1567971999383406,0.18688160024444297
3150.0,1.0,4.070638289067004,1.069806903065318,0.20618251576061847
3282.0,1.0,3.836352068272996,1.0778071409377068,2.3275183407277738e-05
4179.0,1.0,7.160496484314225,1.396529309052196,0.006448624699123512
4733.0,1.0,1.3708873200365015,1.0499731879217316,2.378802060983815e-07
5610.0,1.0,3.9114768805891433,1.1691107237484624,0.5787481107916048
5674.0,1.0,8.657119262775883,1.5407793570722952,0.002016953306340716
5867.0,1.0,2.396213011774726,1.2852483577697735,0.004396350189595785
6381.0,1.0,3.6908119071021943,1.2682835462747994,0.673904306115419
6383.0,1.0,1.4239536133653192,1.1546279883543047,1.91606814318062e-06
6397.0,1.0,9.04460638180268,1.1119184536320146,0.0019264844242732387
7079.0,1.0,4.924222546862319,1.3517807423175865,0.0014264230355481374
7457.0,1.0,5.708854844330282,1.0804371359480547,2.5573073218989145e-09
7505.0,1.0,8.049597172962844,1.2010908579517874,0.0009469732902226062
7883.0,1.0,5.872421643676744,1.2790604966655323,0.007575677095755058
8005.0,1.0,1.8204035312614026,1.069637283446602,3.769002480311569e-10
8524.0,1.0,15.952263142828382,1.1252247510545708,0.00014543506404325368
8709.0,1.0,4.874282377943252,1.0268045120233882,0.016969632063070103
8759.0,1.0,5.868191477193573,1.3120901182188474,0.0007868454451286559
9618.0,1.0,3.6331585019302204,1.3439750583668502,0.01048504929672702
9903.0,1.0,2.1863199999944634,1.0881637066815406,3.147594405625821e-06
3792.0,1.0,4.27620975224453,1.5128867201392178,8.842087296012572e-05
3826.0,1.0,4.47967132777874,2.3407384542318184,0.5276264222442805
3860.0,1.0,5.219760161179566,1.0491302867004164,0.5146778833311879
4081.0,1.0,4.77200777137253,1.2213792410664062,1.5808101287688e-13
4132.0,1.0,0.63037200754695,1.1581616356923645,3.079630291741925e-07
4166.0,1.0,11.949472467491063,1.0771143558311336,0.007656818346696651
4404.0,1.0,9.482852190694624,1.099453600340458,8.783352572242986e-08
4438.0,1.0,2.6923840158768155,1.1019633730033194,0.20056558257751358
4863.0,1.0,2.114775490108351,0.958051611404255,0.9999972883231971
4931.0,1.0,3.6610493367723365,1.0496505810137353,0.6343417395497204
5084.0,1.0,1.7187064321753147,1.4992828068992912,8.458755448248268e-05
5101.0,1.0,2.074856928934553,1.4048475511837026,0.0004182329580770768
6862.0,1.0,2.6961511761580668,1.0905975228783633,0.4532636309972486
6881.0,1.0,4.774059299390942,1.1720425787525828,1.3877324777713023e-08
7147.0,1.0,2.2895439824685733,1.3994763658641323,0.045048135784048524
7166.0,1.0,0.8620992195984523,1.3716174436985649,1.3657188940308573e-07
7432.0,1.0,4.003671199517758,1.0350709873172783,0.2163973214836642
7451.0,1.0,5.233268382047194,1.0645328529541014,0.25546950504645877
