ID,Group,SSE,Inflate,Deflate,Memory
1076.0,1.0,7.455857725555822,0.3901840587535566,0.3533411318279745,0.7005864708266771
2253.0,1.0,8.078896398431507,1.1632795028178127,0.8320117018665029,0.36265846521908557
2577.0,1.0,8.122426035660217,0.435610253367251,0.2882479939882617,0.4023401857056127
2757.0,1.0,7.520605192577906,0.6925116410985331,0.6077890321560872,0.41669976446447526
3150.0,1.0,4.370106097554551,0.4499413606176387,0.4335645561070012,0.7851671911444207
3282.0,1.0,4.182758352376255,1.8687661425221045,1.7577006449240795,0.15130499367335812
4179.0,1.0,8.378936756929672,0.6789625945906407,0.5016617198866516,0.2805464431164345
4733.0,1.0,1.5200354404909104,0.2520885028217379,0.24206585939595898,0.4121525854383552
5610.0,1.0,4.38332408793502,0.31353802271176767,0.2670286923861263,0.6314178142777747
5674.0,1.0,9.973053183745368,0.7818261795346391,0.5300671716890749,0.4820870864285075
5867.0,1.0,2.87236652280694,0.5358686516072928,0.4083466545951647,0.39976557851545935
6381.0,1.0,4.342159802592953,1.6741173561959033,1.3370870935643322,0.7053942298933772
6383.0,1.0,1.6182568163518358,0.5414145763729249,0.46567213304240007,0.0929565863142906
6397.0,1.0,9.87143208836431,1.2006835003440606,1.1364279323660296,0.6859109894000346
7079.0,1.0,5.822434776216009,2.068885454262754,1.5364829925598273,0.33187265374329994
7457.0,1.0,6.229981456503413,0.4406855106334923,0.4234598696661934,0.6955013066285184
7505.0,1.0,9.172865223106317,2.4840704857984814,2.121809890130508,0.4957541708018598
7883.0,1.0,6.641273462700036,1.7713679311588642,1.380414662844042,0.44790179935913704
8005.0,1.0,2.0643886676425955,0.33736915473827916,0.32329913877709476,0.6853074482238903
8524.0,1.0,17.1076177092072,0.4952185934155022,0.4686345618839447,0.7156015559817266
8709.0,1.0,4.982049615716068,1.1025067067268732,1.0952684919134474,0.6935852596067965
8759.0,1.0,7.285758044332672,0.8375628520784384,0.6556525818965148,0.22305406947694356
9618.0,1.0,4.377608790965645,4.122880374466097,3.052959634674482,0.40289121206392003
9903.0,1.0,2.45059172822996,0.295069185866099,0.27277959697968696,0.20326074707414038
3792.0,1.0,5.820706685088008,0.5358789285643165,0.4224341647598706,0.6342228180829775
3826.0,1.0,6.424836947927593,1.84941103099204,1.1755561914397883,0.5212538725097141
3860.0,1.0,5.351630185920798,1.2699120930772851,1.2249487604831029,0.540503121295227
4081.0,1.0,6.147435434924697,0.8977249286635518,0.7514525223481109,0.3334935226252446
4132.0,1.0,0.7843518112366891,1.845370748768934,1.6096947818384129,0.2672583787810257
4166.0,1.0,12.37269216724502,1.702853903009506,1.7401170745390684,0.9112462292103444
4404.0,1.0,10.071508792183351,2.3686286027023855,2.2519813803937123,0.9171322165083143
4438.0,1.0,2.832269513994579,0.6737923685181183,0.6181015468064642,0.5066380971942233
4863.0,1.0,2.1137585015474545,0.3213731410770587,0.33700281422334827,0.9634553661887688
4931.0,1.0,3.6753588984396224,2.5968188449067537,2.4707774297349836,0.6654564334277634
5084.0,1.0,3.3998918627122947,1.7621081642450442,1.311953322278961,0.5042378517337003
5101.0,1.0,2.8439545697436084,3.0091886504767564,2.217935709704516,0.3266755708960884
6862.0,1.0,3.246550031373486,0.8973495193779827,0.8285629245389218,0.4126675599199696
6881.0,1.0,5.559170966522281,5.251510949829048,4.7351209301541495,0.8664881064371975
7147.0,1.0,2.623042775498888,0.33836926658081,0.24395161458663137,0.3777687445928341
7166.0,1.0,1.5750729905548793,1.56296676508535,1.1960965278425877,0.4563885251785088
7432.0,1.0,4.187736306018255,0.7741883815574939,0.7616320184646603,0.29676350479548097
7451.0,1.0,5.358860887896898,0.3005662998672784,0.28234187223956764,0.38185042350487425
